,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental Count,Normal Humidity,Temperature Category,Good Weather
23,2017-12-01,23,-1.3,84,1.0,0.0,0.0,Winter,0,True,218,0,Freezing,0
24,2017-12-02,0,-1.8,87,1.1,0.0,0.0,Winter,0,True,199,0,Freezing,0
25,2017-12-02,1,-2.2,86,0.6,0.0,0.0,Winter,0,True,131,0,Freezing,0
26,2017-12-02,2,-2.9,86,1.5,0.0,0.0,Winter,0,True,179,0,Freezing,0
27,2017-12-02,3,-3.5,81,2.2,0.0,0.0,Winter,0,True,129,0,Freezing,0
28,2017-12-02,4,-3.8,79,2.0,0.0,0.0,Winter,0,True,55,0,Freezing,0
29,2017-12-02,5,-4.0,79,1.5,0.0,0.0,Winter,0,True,110,0,Freezing,0
30,2017-12-02,6,-4.3,82,2.1,0.0,0.0,Winter,0,True,85,0,Freezing,0
31,2017-12-02,7,-4.4,81,2.5,0.0,0.0,Winter,0,True,133,0,Freezing,0
32,2017-12-02,8,-4.2,79,2.1,0.0,0.0,Winter,0,True,83,0,Freezing,0
33,2017-12-02,9,-2.9,68,1.6,0.0,0.0,Winter,0,True,482,0,Freezing,0
34,2017-12-02,10,-0.4,57,1.6,0.0,0.0,Winter,0,True,339,1,Freezing,0
35,2017-12-02,11,1.9,49,1.8,0.0,0.0,Winter,0,True,419,1,Chilly,0
36,2017-12-02,12,4.3,41,1.3,0.0,0.0,Winter,0,True,803,1,Chilly,0
37,2017-12-02,13,6.0,36,1.8,0.0,0.0,Winter,0,True,659,0,Chilly,0
38,2017-12-02,14,7.3,35,1.3,0.0,0.0,Winter,0,True,1054,0,Chilly,0
39,2017-12-02,15,7.5,41,2.3,0.0,0.0,Winter,0,True,688,1,Chilly,0
40,2017-12-02,16,6.4,48,2.6,0.0,0.0,Winter,0,True,592,1,Chilly,0
41,2017-12-02,17,6.0,51,2.5,0.0,0.0,Winter,0,True,141,1,Chilly,0
42,2017-12-02,18,5.5,53,1.5,0.0,0.0,Winter,0,True,281,1,Chilly,0
43,2017-12-02,19,5.0,52,2.3,0.0,0.0,Winter,0,True,625,1,Chilly,0
44,2017-12-02,20,4.6,51,1.2,0.0,0.0,Winter,0,True,433,1,Chilly,0
45,2017-12-02,21,4.1,55,1.2,0.0,0.0,Winter,0,True,428,1,Chilly,0
46,2017-12-02,22,3.5,54,1.5,0.0,0.0,Winter,0,True,137,1,Chilly,0
47,2017-12-02,23,4.0,56,1.0,0.0,0.0,Winter,0,True,219,1,Chilly,0
48,2017-12-03,0,4.0,58,1.4,0.0,0.0,Winter,0,True,277,1,Chilly,0
49,2017-12-03,1,3.9,69,1.7,0.0,0.0,Winter,0,True,265,0,Chilly,0
50,2017-12-03,2,1.35,79,1.4,0.0,0.0,Winter,0,True,262,0,Chilly,0
51,2017-12-03,3,3.4,71,1.6,0.5,0.0,Winter,0,True,78,0,Chilly,0
52,2017-12-03,4,3.5,73,1.0,0.0,0.0,Winter,0,True,95,0,Chilly,0
53,2017-12-03,5,3.9,75,1.9,0.0,0.0,Winter,0,True,8,0,Chilly,0
54,2017-12-03,6,3.4,86,2.5,1.0,0.0,Winter,0,True,12,0,Chilly,0
55,2017-12-03,7,3.1,91,1.2,0.0,0.0,Winter,0,True,14,0,Chilly,0
56,2017-12-03,8,3.2,92,1.8,0.0,0.0,Winter,0,True,72,0,Chilly,0
57,2017-12-03,9,3.5,91,1.8,2.5,0.0,Winter,0,True,272,0,Chilly,0
58,2017-12-03,10,4.4,89,2.2,0.0,0.0,Winter,0,True,241,0,Chilly,0
59,2017-12-03,11,5.1,87,1.4,0.0,0.0,Winter,0,True,214,0,Chilly,0
60,2017-12-03,12,5.8,85,1.7,0.0,0.0,Winter,0,True,536,0,Chilly,0
61,2017-12-03,13,6.8,81,1.9,0.0,0.0,Winter,0,True,764,0,Chilly,0
62,2017-12-03,14,7.6,76,1.2,0.0,0.0,Winter,0,True,629,0,Chilly,0
63,2017-12-03,15,8.0,73,1.6,0.0,0.0,Winter,0,True,909,0,Chilly,0
64,2017-12-03,16,7.2,77,1.6,0.0,0.0,Winter,0,True,577,0,Chilly,0
65,2017-12-03,17,6.7,82,1.5,0.0,0.0,Winter,0,True,931,0,Chilly,0
66,2017-12-03,18,6.0,84,1.9,0.0,0.0,Winter,0,True,251,0,Chilly,0
67,2017-12-03,19,5.7,85,1.7,0.0,0.0,Winter,0,True,556,0,Chilly,0
68,2017-12-03,20,5.2,87,1.4,0.0,0.0,Winter,0,True,427,0,Chilly,0
69,2017-12-03,21,4.7,87,1.2,0.0,0.0,Winter,0,True,573,0,Chilly,0
70,2017-12-03,22,4.3,89,1.8,0.0,0.0,Winter,0,True,421,0,Chilly,0
71,2017-12-03,23,3.9,90,1.3,0.0,0.0,Winter,0,True,260,0,Chilly,0
72,2017-12-04,0,4.2,88,0.6,0.0,0.0,Winter,0,True,333,0,Chilly,0
73,2017-12-04,1,4.3,87,0.5,0.0,0.0,Winter,0,True,338,0,Chilly,0
74,2017-12-04,2,4.4,87,1.8,0.0,0.0,Winter,0,True,163,0,Chilly,0
75,2017-12-04,3,3.6,85,2.3,0.0,0.0,Winter,0,True,53,0,Chilly,0
76,2017-12-04,4,2.8,89,1.5,0.0,0.0,Winter,0,True,22,0,Chilly,0
77,2017-12-04,5,2.0,83,2.7,0.0,0.0,Winter,0,True,100,0,Chilly,0
78,2017-12-04,6,1.2,76,3.7,0.1,0.0,Winter,0,True,100,0,Chilly,0
79,2017-12-04,7,0.2,68,3.4,0.0,0.0,Winter,0,True,385,0,Chilly,0
80,2017-12-04,8,-0.8,69,3.5,0.0,0.0,Winter,0,True,1324,0,Freezing,0
81,2017-12-04,9,-1.5,47,4.2,0.0,0.0,Winter,0,True,625,1,Freezing,0
82,2017-12-04,10,-1.1,40,4.5,0.0,0.0,Winter,0,True,418,1,Freezing,0
83,2017-12-04,11,-0.5,41,4.1,0.0,0.0,Winter,0,True,615,1,Freezing,0
84,2017-12-04,12,-0.3,38,4.8,0.0,0.0,Winter,0,True,288,0,Freezing,0
85,2017-12-04,13,0.0,30,5.4,0.0,0.0,Winter,0,True,638,0,Chilly,0
86,2017-12-04,14,0.1,27,4.5,0.0,0.0,Winter,0,True,494,0,Chilly,0
87,2017-12-04,15,-0.1,25,5.8,0.0,0.0,Winter,0,True,274,0,Freezing,0
88,2017-12-04,16,-0.2,23,4.7,0.0,0.0,Winter,0,True,319,0,Freezing,0
89,2017-12-04,17,-1.3,26,5.3,0.0,0.0,Winter,0,True,521,0,Freezing,0
90,2017-12-04,18,-2.1,29,3.9,0.0,0.0,Winter,0,True,1258,0,Freezing,0
91,2017-12-04,19,-2.9,32,3.2,0.0,0.0,Winter,0,True,295,0,Freezing,0
92,2017-12-04,20,-3.6,38,3.0,0.0,0.0,Winter,0,True,338,0,Freezing,0
93,2017-12-04,21,-4.6,43,4.5,0.0,0.0,Winter,0,True,336,1,Freezing,0
94,2017-12-04,22,-5.3,45,2.5,0.0,0.0,Winter,0,True,219,1,Freezing,0
95,2017-12-04,23,-5.8,44,2.4,0.0,0.0,Winter,0,True,100,1,Freezing,0
96,2017-12-05,0,-6.1,42,2.6,0.0,0.0,Winter,0,True,216,1,Freezing,0
97,2017-12-05,1,-6.5,41,2.8,0.0,0.0,Winter,0,True,135,1,Freezing,0
98,2017-12-05,2,-6.8,41,2.5,0.0,0.0,Winter,0,True,133,1,Freezing,0
99,2017-12-05,3,-6.9,39,2.0,0.0,0.0,Winter,0,True,47,0,Freezing,0
100,2017-12-05,4,-7.2,34,3.0,0.0,0.0,Winter,0,True,40,0,Freezing,0
101,2017-12-05,5,-7.4,33,2.6,0.0,0.0,Winter,0,True,92,0,Freezing,0
102,2017-12-05,6,-7.4,34,3.2,0.0,0.0,Winter,0,True,174,0,Freezing,0
103,2017-12-05,7,-7.5,33,2.2,0.0,0.0,Winter,0,True,494,0,Freezing,0
104,2017-12-05,8,-8.1,36,1.6,0.0,0.0,Winter,0,True,191,0,Freezing,0
105,2017-12-05,9,-2.4,31,1.3,0.0,0.0,Winter,0,True,313,0,Freezing,0
106,2017-12-05,10,-5.5,26,2.8,0.0,0.0,Winter,0,True,62,0,Freezing,0
107,2017-12-05,11,-3.9,25,0.0,0.0,0.0,Winter,0,True,415,0,Freezing,0
108,2017-12-05,12,-2.3,25,0.0,0.0,0.0,Winter,0,True,127,0,Freezing,0
109,2017-12-05,13,-1.6,27,0.0,0.0,0.0,Winter,0,True,229,0,Freezing,0
110,2017-12-05,14,-1.1,28,0.0,0.0,0.0,Winter,0,True,366,0,Freezing,0
111,2017-12-05,15,-0.7,28,0.0,0.0,0.0,Winter,0,True,381,0,Freezing,0
112,2017-12-05,16,-0.5,30,0.0,0.0,0.0,Winter,0,True,455,0,Freezing,0
113,2017-12-05,17,-1.6,35,0.0,0.0,0.0,Winter,0,True,269,0,Freezing,0
114,2017-12-05,18,-2.6,40,0.0,0.0,0.0,Winter,0,True,978,1,Freezing,0
115,2017-12-05,19,-3.2,45,0.0,0.0,0.0,Winter,0,True,160,1,Freezing,0
116,2017-12-05,20,-3.5,46,0.0,0.0,0.0,Winter,0,True,517,1,Freezing,0
117,2017-12-05,21,-3.7,47,0.0,0.0,0.0,Winter,0,True,310,1,Freezing,0
118,2017-12-05,22,-2.8,49,0.0,0.0,0.0,Winter,0,True,357,1,Freezing,0
119,2017-12-05,23,-2.5,59,0.0,0.0,0.0,Winter,0,True,117,1,Freezing,0
120,2017-12-06,0,-2.8,77,0.0,0.1,0.1,Winter,0,True,198,0,Freezing,0
121,2017-12-06,1,-3.0,79,0.0,0.0,0.3,Winter,0,True,55,0,Freezing,0
122,2017-12-06,2,-3.0,79,0.0,0.0,0.4,Winter,0,True,66,0,Freezing,0
123,2017-12-06,3,-3.2,78,0.0,0.2,0.4,Winter,0,True,35,0,Freezing,0
124,2017-12-06,4,-3.4,75,0.0,0.0,0.4,Winter,0,True,40,0,Freezing,0
125,2017-12-06,5,-3.6,76,0.0,0.0,0.4,Winter,0,True,137,0,Freezing,0
126,2017-12-06,6,-3.7,76,0.0,0.0,0.4,Winter,0,True,67,0,Freezing,0
127,2017-12-06,7,-4.2,77,0.0,0.0,0.3,Winter,0,True,509,0,Freezing,0
128,2017-12-06,8,-4.2,78,0.0,0.0,0.2,Winter,0,True,95,0,Freezing,0
129,2017-12-06,9,-3.3,70,0.0,0.0,0.2,Winter,0,True,429,0,Freezing,0
130,2017-12-06,10,-0.9,64,0.0,0.0,0.2,Winter,0,True,421,0,Freezing,0
131,2017-12-06,11,1.6,57,1.2,0.0,0.0,Winter,0,True,54,1,Chilly,0
132,2017-12-06,12,2.4,52,0.9,0.0,0.0,Winter,0,True,482,1,Chilly,0
133,2017-12-06,13,4.2,47,1.1,0.0,0.0,Winter,0,True,630,1,Chilly,0
134,2017-12-06,14,5.5,34,1.0,0.0,0.0,Winter,0,True,560,0,Chilly,0
135,2017-12-06,15,5.5,31,3.1,0.0,0.0,Winter,0,True,313,0,Chilly,0
136,2017-12-06,16,5.3,37,2.9,0.0,0.0,Winter,0,True,411,0,Chilly,0
137,2017-12-06,17,4.1,60,2.5,0.0,0.0,Winter,0,True,226,1,Chilly,0
138,2017-12-06,18,1.7,90,1.0,0.3,0.3,Winter,0,True,112,0,Chilly,0
139,2017-12-06,19,1.2,92,0.7,0.0,1.0,Winter,0,True,381,0,Chilly,0
140,2017-12-06,20,1.2,94,0.6,0.0,1.0,Winter,0,True,174,0,Chilly,0
141,2017-12-06,21,1.1,92,0.5,0.7,1.0,Winter,0,True,164,0,Chilly,0
142,2017-12-06,22,1.3,92,0.6,0.0,1.0,Winter,0,True,191,0,Chilly,0
143,2017-12-06,23,1.3,92,0.6,0.0,1.0,Winter,0,True,201,0,Chilly,0
144,2017-12-07,0,1.4,92,0.5,0.0,0.9,Winter,0,True,254,0,Chilly,0
145,2017-12-07,1,1.5,92,0.4,0.0,0.9,Winter,0,True,260,0,Chilly,0
146,2017-12-07,2,1.4,92,0.7,0.0,0.9,Winter,0,True,206,0,Chilly,0
147,2017-12-07,3,1.9,91,1.4,0.0,0.9,Winter,0,True,87,0,Chilly,0
148,2017-12-07,4,1.6,92,0.7,0.0,0.9,Winter,0,True,100,0,Chilly,0
149,2017-12-07,5,1.5,92,1.1,0.0,0.9,Winter,0,True,25,0,Chilly,0
150,2017-12-07,6,1.0,93,0.5,0.0,0.9,Winter,0,True,44,0,Chilly,0
151,2017-12-07,7,-4.85,93,0.5,0.0,0.9,Winter,0,True,269,0,Freezing,0
152,2017-12-07,8,-0.2,96,0.8,0.0,0.8,Winter,0,True,570,0,Freezing,0
153,2017-12-07,9,0.1,91,0.8,0.0,0.8,Winter,0,True,480,0,Chilly,0
154,2017-12-07,10,1.1,83,0.7,0.0,0.7,Winter,0,True,259,0,Chilly,0
155,2017-12-07,11,2.3,69,1.7,0.0,0.6,Winter,0,True,330,0,Chilly,0
156,2017-12-07,12,3.7,65,2.4,0.0,0.3,Winter,0,True,369,0,Chilly,0
157,2017-12-07,13,4.1,37,3.1,0.0,0.0,Winter,0,True,234,0,Chilly,0
158,2017-12-07,14,4.4,36,2.7,0.0,0.0,Winter,0,True,339,0,Chilly,0
159,2017-12-07,15,4.0,35,3.1,0.0,0.0,Winter,0,True,481,0,Chilly,0
160,2017-12-07,16,3.2,38,2.9,0.0,0.0,Winter,0,True,316,0,Chilly,0
161,2017-12-07,17,2.1,50,2.0,0.0,0.0,Winter,0,True,884,1,Chilly,0
162,2017-12-07,18,0.7,46,2.7,0.0,0.0,Winter,0,True,503,1,Chilly,0
163,2017-12-07,19,-0.4,47,2.5,0.0,0.0,Winter,0,True,252,1,Freezing,0
164,2017-12-07,20,-1.4,47,2.5,0.0,0.0,Winter,0,True,215,1,Freezing,0
165,2017-12-07,21,-2.2,46,2.2,0.0,0.0,Winter,0,True,329,1,Freezing,0
166,2017-12-07,22,-2.7,48,2.6,0.0,0.0,Winter,0,True,164,1,Freezing,0
167,2017-12-07,23,-3.2,50,2.1,0.0,0.0,Winter,0,True,328,1,Freezing,0
168,2017-12-08,0,-3.5,49,2.6,0.0,0.0,Winter,0,True,214,1,Freezing,0
169,2017-12-08,1,-3.7,50,2.5,0.0,0.0,Winter,0,True,174,1,Freezing,0
170,2017-12-08,2,-4.3,53,1.0,0.0,0.0,Winter,0,True,156,1,Freezing,0
171,2017-12-08,3,-4.8,52,1.6,0.0,0.0,Winter,0,True,146,1,Freezing,0
172,2017-12-08,4,-5.3,53,2.4,0.0,0.0,Winter,0,True,110,1,Freezing,0
173,2017-12-08,5,-5.8,56,2.0,0.0,0.0,Winter,0,True,151,1,Freezing,0
174,2017-12-08,6,-6.0,56,3.5,0.0,0.0,Winter,0,True,102,1,Freezing,0
175,2017-12-08,7,-6.5,57,0.8,0.0,0.0,Winter,0,True,200,1,Freezing,0
176,2017-12-08,8,-7.0,59,0.8,0.0,0.0,Winter,0,True,1056,1,Freezing,0
177,2017-12-08,9,-6.7,50,0.9,0.0,0.0,Winter,0,True,386,1,Freezing,0
178,2017-12-08,10,-5.3,44,2.8,0.0,0.0,Winter,0,True,409,1,Freezing,0
179,2017-12-08,11,-3.7,39,1.4,0.0,0.0,Winter,0,True,450,0,Freezing,0
180,2017-12-08,12,-2.0,30,1.4,0.0,0.0,Winter,0,True,311,0,Freezing,0
181,2017-12-08,13,-1.7,28,1.8,0.0,0.0,Winter,0,True,538,0,Freezing,0
182,2017-12-08,14,-1.3,27,3.1,0.0,0.0,Winter,0,True,410,0,Freezing,0
183,2017-12-08,15,-0.8,26,3.3,0.0,0.0,Winter,0,True,255,0,Freezing,0
184,2017-12-08,16,-1.1,24,3.4,0.0,0.0,Winter,0,True,450,0,Freezing,0
185,2017-12-08,17,-2.4,30,2.7,0.0,0.0,Winter,0,True,514,0,Freezing,0
186,2017-12-08,18,-3.1,33,1.2,0.0,0.0,Winter,0,True,760,0,Freezing,0
187,2017-12-08,19,0.39999999999999997,35,1.1,0.0,0.0,Winter,0,True,417,0,Chilly,0
188,2017-12-08,20,-3.3,34,1.5,0.0,0.0,Winter,0,True,604,0,Freezing,0
189,2017-12-08,21,-3.3,35,0.5,0.0,0.0,Winter,0,True,355,0,Freezing,0
190,2017-12-08,22,-3.4,39,1.2,0.0,0.0,Winter,0,True,408,0,Freezing,0
191,2017-12-08,23,-3.5,43,0.9,0.0,0.0,Winter,0,True,314,1,Freezing,0
192,2017-12-09,0,-3.5,48,0.9,0.0,0.0,Winter,0,True,387,1,Freezing,0
193,2017-12-09,1,-4.1,49,0.6,0.0,0.0,Winter,0,True,450,1,Freezing,0
194,2017-12-09,2,-4.7,50,0.7,0.0,0.0,Winter,0,True,282,1,Freezing,0
195,2017-12-09,3,-4.3,47,0.6,0.0,0.0,Winter,0,True,165,1,Freezing,0
196,2017-12-09,4,-4.3,49,0.7,0.0,0.0,Winter,0,True,105,1,Freezing,0
197,2017-12-09,5,-4.7,49,0.8,0.0,0.0,Winter,0,True,18,1,Freezing,0
198,2017-12-09,6,-5.1,53,0.9,0.0,0.0,Winter,0,True,96,1,Freezing,0
199,2017-12-09,7,-5.5,56,0.8,0.0,0.0,Winter,0,True,55,1,Freezing,0
200,2017-12-09,8,-5.4,56,0.7,0.0,0.0,Winter,0,True,205,1,Freezing,0
201,2017-12-09,9,-4.7,48,1.0,0.0,0.0,Winter,0,True,344,1,Freezing,0
202,2017-12-09,10,-2.2,42,1.3,0.0,0.0,Winter,0,True,104,1,Freezing,0
203,2017-12-09,11,0.0,45,1.1,0.0,0.0,Winter,0,True,509,1,Chilly,0
204,2017-12-09,12,2.4,40,0.8,0.0,0.0,Winter,0,True,603,1,Chilly,0
205,2017-12-09,13,3.9,36,2.0,0.0,0.0,Winter,0,True,348,0,Chilly,0
206,2017-12-09,14,4.7,32,2.2,0.0,0.0,Winter,0,True,60,0,Chilly,0
207,2017-12-09,15,5.2,30,2.0,0.0,0.0,Winter,0,True,634,0,Chilly,0
208,2017-12-09,16,4.4,33,1.6,0.0,0.0,Winter,0,True,645,0,Chilly,0
209,2017-12-09,17,3.5,37,1.8,0.0,0.0,Winter,0,True,765,0,Chilly,0
210,2017-12-09,18,2.5,41,1.0,0.0,0.0,Winter,0,True,355,1,Chilly,0
211,2017-12-09,19,1.5,48,0.4,0.0,0.0,Winter,0,True,72,1,Chilly,0
212,2017-12-09,20,0.8,51,1.4,0.0,0.0,Winter,0,True,304,1,Chilly,0
213,2017-12-09,21,-0.1,55,0.7,0.0,0.0,Winter,0,True,235,1,Freezing,0
214,2017-12-09,22,-0.5,55,0.6,0.0,0.0,Winter,0,True,89,1,Freezing,0
215,2017-12-09,23,-0.1,54,1.3,0.0,0.0,Winter,0,True,105,1,Freezing,0
216,2017-12-10,0,-0.2,55,1.0,0.0,0.0,Winter,0,True,393,1,Freezing,0
217,2017-12-10,1,-0.2,54,0.5,0.0,0.0,Winter,0,True,311,1,Freezing,0
218,2017-12-10,2,0.2,52,0.7,0.0,0.0,Winter,0,True,326,1,Chilly,0
219,2017-12-10,3,0.3,53,0.5,0.0,0.0,Winter,0,True,135,1,Chilly,0
220,2017-12-10,4,0.4,52,1.6,0.0,0.0,Winter,0,True,93,1,Chilly,0
221,2017-12-10,5,0.3,74,1.0,0.0,0.7,Winter,0,True,10,0,Chilly,0
222,2017-12-10,6,-0.5,90,0.9,2.5,2.7,Winter,0,True,12,0,Freezing,0
223,2017-12-10,7,-0.4,92,1.1,0.0,4.0,Winter,0,True,31,0,Freezing,0
224,2017-12-10,8,-0.2,90,1.2,0.0,4.1,Winter,0,True,40,0,Freezing,0
225,2017-12-10,9,0.2,90,1.0,1.6,4.3,Winter,0,True,42,0,Chilly,0
226,2017-12-10,10,0.5,91,0.4,0.0,4.3,Winter,0,True,18,0,Chilly,0
227,2017-12-10,11,0.9,92,0.9,0.0,3.9,Winter,0,True,48,0,Chilly,0
228,2017-12-10,12,2.3,88,0.3,0.0,3.1,Winter,0,True,126,0,Chilly,0
229,2017-12-10,13,3.3,87,1.1,0.0,2.1,Winter,0,True,132,0,Chilly,0
230,2017-12-10,14,4.2,85,0.7,0.0,1.4,Winter,0,True,312,0,Chilly,0
231,2017-12-10,15,6.7,63,4.5,0.0,1.0,Winter,0,True,25,0,Chilly,0
232,2017-12-10,16,5.4,71,3.5,0.0,0.5,Winter,0,True,226,0,Chilly,0
233,2017-12-10,17,3.6,65,4.3,0.0,0.4,Winter,0,True,128,0,Chilly,0
234,2017-12-10,18,2.0,61,3.0,0.0,0.0,Winter,0,True,294,0,Chilly,0
235,2017-12-10,19,1.6,53,4.0,0.0,0.0,Winter,0,True,233,1,Chilly,0
236,2017-12-10,20,0.6,57,3.9,0.0,0.0,Winter,0,True,116,1,Chilly,0
237,2017-12-10,21,0.0,59,3.0,0.0,0.0,Winter,0,True,192,1,Chilly,0
238,2017-12-10,22,-1.0,56,4.7,0.0,0.0,Winter,0,True,205,1,Freezing,0
239,2017-12-10,23,-1.4,43,4.3,0.0,0.0,Winter,0,True,24,1,Freezing,0
240,2017-12-11,0,-2.5,39,3.4,0.0,0.0,Winter,0,True,97,0,Freezing,0
241,2017-12-11,1,-3.4,36,3.8,0.0,0.0,Winter,0,True,43,0,Freezing,0
242,2017-12-11,2,-4.2,35,3.4,0.0,0.0,Winter,0,True,116,0,Freezing,0
243,2017-12-11,3,-4.7,38,2.4,0.0,0.0,Winter,0,True,27,0,Freezing,0
244,2017-12-11,4,-5.2,35,3.2,0.0,0.0,Winter,0,True,71,0,Freezing,0
245,2017-12-11,5,-5.6,38,3.2,0.0,0.0,Winter,0,True,53,0,Freezing,0
246,2017-12-11,6,-5.9,39,2.9,0.0,0.0,Winter,0,True,165,0,Freezing,0
247,2017-12-11,7,-6.0,39,3.1,0.0,0.0,Winter,0,True,315,0,Freezing,0
248,2017-12-11,8,-6.0,38,3.6,0.0,0.0,Winter,0,True,266,0,Freezing,0
249,2017-12-11,9,-5.9,36,5.1,0.0,0.0,Winter,0,True,349,0,Freezing,0
250,2017-12-11,10,-5.3,32,4.5,0.0,0.0,Winter,0,True,266,0,Freezing,0
251,2017-12-11,11,-4.7,36,3.8,0.0,0.0,Winter,0,True,160,0,Freezing,0
252,2017-12-11,12,-5.2,33,4.6,0.0,0.0,Winter,0,True,389,0,Freezing,0
253,2017-12-11,13,-5.4,32,5.1,0.0,0.0,Winter,0,True,253,0,Freezing,0
254,2017-12-11,14,-5.4,31,4.1,0.0,0.0,Winter,0,True,261,0,Freezing,0
255,2017-12-11,15,-5.5,33,4.5,0.0,0.0,Winter,0,True,431,0,Freezing,0
256,2017-12-11,16,-6.0,40,4.0,0.0,0.0,Winter,0,True,238,1,Freezing,0
257,2017-12-11,17,-7.1,44,4.2,0.0,0.0,Winter,0,True,687,1,Freezing,0
258,2017-12-11,18,-7.9,43,3.3,0.0,0.0,Winter,0,True,627,1,Freezing,0
259,2017-12-11,19,-8.6,45,3.9,0.0,0.0,Winter,0,True,373,1,Freezing,0
260,2017-12-11,20,-9.3,49,3.8,0.0,0.0,Winter,0,True,173,1,Freezing,0
261,2017-12-11,21,-9.7,51,2.5,0.0,0.0,Winter,0,True,97,1,Freezing,0
262,2017-12-11,22,-10.2,50,3.0,0.0,0.0,Winter,0,True,61,1,Freezing,0
263,2017-12-11,23,-10.7,53,1.2,0.0,0.0,Winter,0,True,222,1,Freezing,0
264,2017-12-12,0,-11.0,51,1.1,0.0,0.0,Winter,0,True,104,1,Freezing,0
265,2017-12-12,1,-11.2,51,1.1,0.0,0.0,Winter,0,True,115,1,Freezing,0
266,2017-12-12,2,-11.5,50,0.7,0.0,0.0,Winter,0,True,147,1,Freezing,0
267,2017-12-12,3,-11.6,50,2.2,0.0,0.0,Winter,0,True,47,1,Freezing,0
268,2017-12-12,4,-11.6,47,2.1,0.0,0.0,Winter,0,True,13,1,Freezing,0
269,2017-12-12,5,-11.6,45,2.8,0.0,0.0,Winter,0,True,109,1,Freezing,0
270,2017-12-12,6,-11.8,47,2.5,0.0,0.0,Winter,0,True,168,1,Freezing,0
271,2017-12-12,7,-12.1,50,2.3,0.0,0.0,Winter,0,True,205,1,Freezing,0
272,2017-12-12,8,-12.3,52,1.3,0.0,0.0,Winter,0,True,659,1,Freezing,0
273,2017-12-12,9,-11.8,46,2.9,0.0,0.0,Winter,0,True,207,1,Freezing,0
274,2017-12-12,10,-10.5,45,3.3,0.0,0.0,Winter,0,True,225,1,Freezing,0
275,2017-12-12,11,-9.4,42,3.1,0.0,0.0,Winter,0,True,68,1,Freezing,0
276,2017-12-12,12,-8.3,35,2.9,0.0,0.0,Winter,0,True,295,0,Freezing,0
277,2017-12-12,13,-6.9,37,2.4,0.0,0.0,Winter,0,True,148,0,Freezing,0
278,2017-12-12,14,-5.4,32,2.0,0.0,0.0,Winter,0,True,301,0,Freezing,0
279,2017-12-12,15,-5.8,30,2.8,0.0,0.0,Winter,0,True,103,0,Freezing,0
280,2017-12-12,16,-6.0,29,2.8,0.0,0.0,Winter,0,True,296,0,Freezing,0
281,2017-12-12,17,-7.0,32,2.6,0.0,0.0,Winter,0,True,294,0,Freezing,0
282,2017-12-12,18,-7.7,36,1.0,0.0,0.0,Winter,0,True,259,0,Freezing,0
283,2017-12-12,19,-8.2,43,1.1,0.0,0.0,Winter,0,True,235,1,Freezing,0
